folio,idformadepago,importe
39513,EF,460.0
39518,EF,260.0
39521,EF,160.0
39529,EF,250.0
39531,EF,0.0
39514,EF,270.0
39515,EF,0.0
39516,EF,420.0
39517,EF,370.0
39523,EF,230.0
39522,EF,200.0
39527,VISA,240.0
39519,VISA,620.0
39520,EF,300.0
39530,EF,430.0
39047,EF,250.0
39069,EF,0.0
39078,EF,0.0
39077,EF,0.0
39073,EF,220.0
39070,EF,540.0
39071,EF,290.0
39049,EF,550.0
39051,EF,130.0
39050,EF,390.0
39052,EF,400.0
39054,VISA,480.0
39055,EF,300.0
39053,EF,200.0
39056,EF,260.0
39072,EF,0.0
39059,EF,290.0
39057,VISA,420.0
39060,VISA,260.0
39061,VISA,250.0
39066,EF,200.0
39062,EF,420.0
39063,EF,540.0
39058,EF,395.0
39064,EF,730.0
39065,EF,250.0
39067,VISA,970.0
39068,VISA,500.0
39046,EF,340.0
39045,EF,470.0
39074,VISA,260.0
39076,EF,250.0
39079,EF,240.0
39075,VISA,340.0
39044,VISA,200.0
39048,EF,340.0
39140,EF,200.0
39137,VISA,355.0
39132,EF,380.0
39136,EF,260.0
39135,VISA,410.0
39146,EF,360.0
39138,EF,420.0
39142,VISA,380.0
39148,EF,260.0
39141,EF,250.0
39139,EF,510.0
39155,EF,135.0
39147,VISA,710.0
39152,EF,400.0
39150,EF,200.0
39149,EF,300.0
39143,EF,860.0
39144,EF,410.0
39145,EF,250.0
39156,EF,200.0
39157,EF,410.0
39158,EF,380.0
39159,VISA,250.0
39165,EF,160.0
39153,VISA,220.0
39151,VISA,580.0
39168,VISA,240.0
39160,EF,200.0
39163,EF,400.0
39162,EF,330.0
39166,EF,500.0
39171,VISA,240.0
39177,VISA,420.0
39190,EF,500.0
39188,EF,200.0
39189,EF,250.0
39191,EF,250.0
39192,EF,400.0
39193,EF,0.0
39194,EF,280.0
39195,EF,170.0
39154,EF,400.0
39170,VISA,370.0
39178,VISA,335.0
39172,EF,250.0
39169,VISA,240.0
39174,EF,460.0
39173,EF,390.0
39176,EF,500.0
39167,VISA,670.0
39179,EF,540.0
39181,EF,500.0
39175,EF,0.0
39187,EF,380.0
39186,EF,280.0
39185,EF,500.0
39184,EF,360.0
39183,EF,930.0
39180,EF,410.0
39324,VISA,430.0
39131,EF,350.0
39134,EF,250.0
39133,EF,450.0
39164,VISA,640.0
39161,EF,200.0
39323,EF,140.0
39327,EF,110.0
39325,EF,330.0
39326,EF,400.0
39328,VISA,440.0
39329,EF,250.0
39330,EF,340.0
39331,EF,520.0
39332,EF,660.0
39333,EF,240.0
39334,EF,250.0
39337,VISA,180.0
39124,EF,0.0
39082,EF,200.0
39083,EF,485.0
39085,EF,320.0
39086,VISA,330.0
39108,EF,490.0
39088,EF,590.0
39090,EF,200.0
39089,EF,200.0
39092,EF,200.0
39091,EF,530.0
39109,EF,250.0
39081,EF,0.0
39084,EF,480.0
39104,EF,350.0
39105,EF,340.0
39103,VISA,850.0
39102,VISA,1040.0
39106,EF,0.0
39113,EF,550.0
39112,VISA,540.0
39115,EF,240.0
39114,EF,360.0
39197,EF,200.0
39198,VISA,900.0
39199,EF,0.0
39200,AMEX,690.0
39201,EF,210.0
39207,EF,500.0
39206,EF,0.0
39204,EF,290.0
39203,EF,280.0
39202,VISA,250.0
39205,EF,0.0
39208,EF,655.0
39209,EF,280.0
39335,VISA,250.0
39336,VISA,220.0
39339,EF,300.0
39338,EF,640.0
39343,VISA,860.0
39345,EF,260.0
39348,EF,200.0
39346,EF,250.0
39371,EF,200.0
39375,VISA,680.0
39353,EF,200.0
39356,EF,200.0
39355,EF,240.0
39357,EF,200.0
39358,EF,510.0
39359,EF,200.0
39360,EF,340.0
39361,EF,200.0
39362,EF,0.0
39363,EF,480.0
39369,EF,200.0
39376,EF,0.0
39373,EF,240.0
39367,EF,840.0
39368,VISA,250.0
39366,EF,760.0
39365,EF,200.0
39370,VISA,240.0
39372,VISA,540.0
39364,VISA,260.0
39377,EF,250.0
39378,EF,0.0
39349,EF,630.0
39352,EF,260.0
39350,EF,290.0
39351,EF,440.0
39354,EF,0.0
39322,EF,510.0
39342,EF,160.0
39347,VISA,420.0
39344,EF,820.0
39340,EF,400.0
39341,EF,200.0
39390,VISA,410.0
39433,EF,270.0
39429,EF,200.0
39424,EF,250.0
39422,EF,470.0
39420,EF,200.0
39426,EF,0.0
39434,EF,570.0
39432,EF,440.0
39427,VISA,400.0
39428,EF,400.0
39430,EF,430.0
39421,VISA,410.0
39415,VISA,1485.0
39405,EF,570.0
39394,VISA,770.0
39395,EF,420.0
39401,EF,550.0
39402,EF,380.0
39400,EF,450.0
39398,VISA,890.0
39399,EF,400.0
39393,VISA,980.0
39431,EF,815.0
39436,VISA,260.0
39389,VISA,250.0
39386,VISA,890.0
39385,VISA,250.0
39388,EF,200.0
39439,VISA,520.0
39381,EF,400.0
39380,EF,410.0
39382,EF,380.0
39387,EF,390.0
39384,EF,160.0
39383,EF,250.0
39392,EF,270.0
39391,EF,520.0
39396,VISA,250.0
39397,VISA,280.0
39435,EF,490.0
39437,EF,590.0
39438,EF,430.0
39440,EF,200.0
39444,EF,370.0
39442,VISA,510.0
39441,EF,340.0
39443,VISA,675.0
39445,EF,240.0
39448,EF,200.0
39452,VISA,980.0
39449,EF,290.0
39447,VISA,250.0
39417,EF,250.0
39418,EF,370.0
39412,EF,200.0
39419,EF,240.0
39416,VISA,330.0
39411,VISA,600.0
39404,EF,420.0
39413,EF,200.0
39409,VISA,240.0
39423,EF,260.0
39410,EF,380.0
39403,EF,290.0
39407,EF,250.0
39414,EF,620.0
39406,EF,470.0
39425,VISA,240.0
39454,EF,320.0
39451,EF,750.0
39450,VISA,200.0
39453,VISA,690.0
39455,VISA,1220.0
39586,VISA,560.0
39587,VISA,545.0
39588,VISA,400.0
39589,VISA,810.0
39590,VISA,450.0
39592,VISA,860.0
39593,VISA,180.0
39595,VISA,200.0
39597,VISA,870.0
39598,VISA,700.0
39599,VISA,400.0
39600,VISA,500.0
39601,VISA,510.0
39604,EF,740.0
39591,VISA,170.0
39594,EF,240.0
39603,VISA,240.0
39602,EF,12345.0
39605,MC,310.0
39605,VISA,400.0
39596,EF,730.0
39606,VISA,310.0
39611,VISA,430.0
39610,VISA,250.0
39622,EF,200.0
39634,EF,260.0
39628,VISA,160.0
39630,EF,410.0
39637,EF,250.0
39635,VISA,250.0
39627,EF,0.0
39636,EF,450.0
39639,EF,680.0
39631,EF,250.0
39633,EF,490.0
39632,EF,280.0
39629,EF,370.0
39643,VISA,200.0
39644,VISA,290.0
39641,EF,250.0
39642,EF,240.0
39648,VISA,445.0
39640,EF,440.0
39645,EF,200.0
39649,VISA,240.0
39646,EF,180.0
39651,EF,160.0
39647,EF,250.0
39650,EF,420.0
39653,EF,200.0
39652,EF,410.0
39654,VISA,380.0
39657,VISA,210.0
39656,VISA,200.0
39655,EF,240.0
39638,EF,390.0
39620,VISA,750.0
39623,VISA,250.0
39616,EF,400.0
39618,EF,240.0
39528,EF,1055.0
39524,EF,310.0
39526,EF,240.0
39525,EF,420.0
39535,EF,420.0
39549,EF,230.0
39551,VISA,510.0
39552,EF,340.0
39550,EF,240.0
39563,VISA,200.0
39570,EF,200.0
39572,EF,595.0
39559,EF,220.0
39561,EF,530.0
39562,EF,290.0
39564,EF,450.0
39566,VISA,240.0
39557,EF,430.0
39560,EF,450.0
39556,EF,490.0
39565,VISA,200.0
39558,EF,250.0
39555,EF,250.0
39554,EF,250.0
39553,VISA,420.0
39571,EF,260.0
39567,EF,270.0
39573,EF,390.0
39575,EF,490.0
39581,VISA,310.0
39574,EF,470.0
39578,EF,250.0
39577,VISA,200.0
39540,EF,690.0
39541,EF,0.0
39542,VISA,700.0
39543,EF,240.0
39545,EF,350.0
39544,VISA,740.0
39546,EF,560.0
39568,EF,510.0
39569,EF,200.0
39576,EF,270.0
39583,VISA,250.0
39537,EF,240.0
39539,VISA,450.0
39547,EF,200.0
39548,EF,270.0
39582,VISA,250.0
39579,EF,380.0
39580,EF,310.0
39533,VISA,180.0
39534,EF,580.0
39536,EF,200.0
39538,VISA,200.0
39584,EF,0.0
39619,EF,200.0
39613,EF,250.0
39614,EF,200.0
39615,EF,620.0
39609,EF,360.0
39612,EF,200.0
39608,EF,360.0
39624,EF,260.0
39621,EF,250.0
39625,EF,410.0
39626,EF,260.0
39617,EF,0.0
39659,EF,430.0
39666,EF,200.0
39663,EF,0.0
39664,EF,0.0
39662,EF,0.0
39660,VISA,595.0
39661,EF,160.0
39665,VISA,260.0
39667,EF,200.0
39669,EF,440.0
39670,VISA,250.0
39668,EF,330.0
39672,VISA,520.0
39673,EF,330.0
39677,EF,400.0
39678,EF,90.0
39679,EF,200.0
39680,EF,260.0
39681,EF,440.0
39683,VISA,540.0
39685,VISA,520.0
39693,VISA,410.0
39686,EF,260.0
39688,EF,250.0
39687,EF,260.0
39689,EF,0.0
39690,EF,440.0
39692,VISA,250.0
39691,EF,200.0
39694,EF,490.0
39676,VISA,510.0
39682,VISA,220.0
39684,EF,200.0
39674,EF,540.0
39675,EF,0.0
39696,EF,420.0
39697,EF,200.0
39698,VISA,440.0
39710,EF,680.0
39709,EF,300.0
39700,VISA,370.0
39704,EF,100.0
39704,VISA,1000.0
39705,EF,380.0
39706,EF,510.0
39707,EF,250.0
39699,EF,160.0
39701,EF,570.0
39702,EF,670.0
39703,EF,250.0
39708,VISA,360.0
39712,EF,200.0
39716,EF,200.0
39717,VISA,240.0
39718,VISA,170.0
39720,EF,460.0
39722,EF,250.0
39715,VISA,710.0
39714,EF,410.0
39721,VISA,130.0
39723,EF,280.0
39724,VISA,650.0
39719,EF,460.0
39713,EF,260.0
39725,EF,200.0
39726,VISA,410.0
39727,EF,151.0
39727,VISA,184.0
39728,EF,240.0
39734,EF,550.0
39730,EF,180.0
39738,EF,270.0
39739,VISA,675.0
39740,VISA,480.0
39742,EF,360.0
39743,EF,450.0
39741,EF,240.0
39746,EF,450.0
39747,EF,290.0
39748,EF,200.0
39752,EF,250.0
39749,EF,230.0
39750,EF,0.0
39754,VISA,400.0
39751,VISA,250.0
39756,EF,0.0
39753,VISA,640.0
39765,EF,400.0
39758,EF,260.0
39768,VISA,380.0
39769,VISA,330.0
39766,EF,250.0
39770,EF,390.0
39773,EF,140.0
39778,EF,180.0
39777,EF,250.0
39780,EF,380.0
39779,EF,210.0
39744,EF,360.0
39745,EF,490.0
39731,EF,560.0
39732,EF,250.0
39733,EF,0.0
39735,EF,870.0
39736,EF,490.0
39737,VISA,570.0
39776,EF,250.0
39771,EF,480.0
39775,EF,360.0
39774,EF,720.0
39772,EF,420.0
39761,VISA,360.0
39760,EF,140.0
39755,EF,250.0
39764,EF,280.0
39767,EF,390.0
39762,EF,250.0
39763,EF,470.0
39759,EF,300.0
39757,EF,360.0
39783,EF,490.0
39784,EF,460.0
39785,EF,240.0
39789,EF,0.0
39786,EF,810.0
39790,VISA,450.0
39788,VISA,410.0
39793,VISA,450.0
39787,EF,340.0
39794,EF,260.0
39791,EF,750.0
39792,EF,510.0
39795,EF,730.0
39796,EF,260.0
39798,EF,200.0
39802,EF,300.0
39799,EF,250.0
39797,VISA,600.0
39800,VISA,520.0
39801,EF,410.0
39803,EF,250.0
39804,VISA,390.0
39805,EF,180.0
39807,EF,520.0
39812,VISA,330.0
39811,VISA,670.0
39814,EF,250.0
39820,EF,290.0
39816,EF,500.0
39815,EF,905.0
39818,VISA,200.0
39821,EF,720.0
39819,EF,240.0
39829,EF,260.0
39825,EF,380.0
39834,EF,450.0
39835,EF,250.0
39831,VISA,230.0
39837,EF,0.0
39841,EF,200.0
39824,EF,250.0
39828,EF,230.0
39832,EF,240.0
39830,EF,400.0
39836,EF,130.0
39833,EF,180.0
39817,VISA,250.0
39827,VISA,330.0
39826,VISA,680.0
39822,VISA,590.0
39823,EF,430.0
39806,EF,400.0
39808,EF,150.0
39808,VISA,230.0
39810,EF,180.0
39809,EF,200.0
39813,EF,240.0
39838,EF,250.0
39839,EF,290.0
39840,EF,810.0
39842,EF,240.0
39843,EF,0.0
39844,EF,250.0
39923,EF,510.0
39919,EF,1160.0
39920,EF,630.0
39921,EF,380.0
39922,EF,250.0
39924,VISA,660.0
39929,EF,0.0
39930,EF,200.0
39928,EF,450.0
39934,EF,0.0
39931,EF,490.0
39927,EF,250.0
39926,VISA,380.0
39925,VISA,190.0
39932,VISA,250.0
39933,EF,0.0
39936,VISA,330.0
39937,VISA,490.0
39939,EF,250.0
39945,EF,540.0
39944,VISA,170.0
39947,EF,200.0
39946,EF,200.0
39949,EF,200.0
39942,EF,0.0
39938,EF,0.0
39940,EF,250.0
39943,VISA,460.0
39941,EF,440.0
39948,EF,130.0
40090,EF,230.0
40086,EF,380.0
40088,EF,250.0
40089,EF,270.0
40091,EF,1790.0
40092,EF,260.0
40093,EF,270.0
40094,VISA,780.0
40096,EF,240.0
40097,EF,0.0
40098,VISA,500.0
40095,EF,880.0
40037,VISA,280.0
40040,EF,530.0
40046,VISA,710.0
40048,VISA,250.0
40049,VISA,310.0
40039,EF,340.0
40041,EF,640.0
40042,EF,240.0
40043,EF,180.0
40044,EF,540.0
40045,EF,390.0
40047,EF,170.0
40050,EF,330.0
40051,EF,550.0
40052,EF,560.0
40067,EF,165.0
40058,VISA,900.0
40065,VISA,410.0
40057,EF,260.0
40059,EF,510.0
40061,EF,130.0
40062,EF,270.0
40063,EF,460.0
40066,VISA,240.0
39850,EF,550.0
39864,EF,110.0
39864,VISA,140.0
39871,VISA,380.0
39846,VISA,1160.0
39851,VISA,1390.0
39849,EF,230.0
39878,VISA,820.0
39885,EF,200.0
39848,EF,730.0
39852,EF,820.0
39853,EF,410.0
39855,EF,530.0
39886,EF,345.0
39856,EF,710.0
39857,EF,510.0
39858,EF,0.0
39859,EF,320.0
39860,EF,250.0
39861,EF,200.0
39862,EF,250.0
39863,EF,320.0
39865,EF,440.0
39866,EF,130.0
39887,VISA,550.0
39867,EF,250.0
39868,EF,250.0
39869,EF,490.0
39870,EF,400.0
39872,EF,440.0
39873,EF,200.0
39875,EF,200.0
39876,EF,250.0
39877,EF,530.0
39879,EF,700.0
39880,EF,370.0
39881,EF,250.0
39882,EF,460.0
39883,EF,250.0
39884,EF,240.0
39874,VISA,2660.0
39891,EF,260.0
39892,EF,380.0
39894,EF,250.0
39893,EF,0.0
39903,EF,250.0
39901,EF,220.0
39904,EF,220.0
39905,EF,410.0
39895,EF,710.0
39889,VISA,250.0
39890,EF,400.0
39896,VISA,370.0
39900,EF,330.0
39907,EF,250.0
39906,EF,0.0
39915,EF,80.0
39847,VISA,1040.0
39854,VISA,250.0
39888,EF,500.0
39898,EF,250.0
39902,EF,350.0
39897,EF,580.0
39899,EF,0.0
39910,VISA,250.0
39917,VISA,240.0
39908,EF,480.0
39909,EF,0.0
39911,EF,360.0
39912,EF,250.0
39913,EF,350.0
39914,EF,200.0
39916,EF,240.0
40072,EF,370.0
40069,VISA,1170.0
40081,VISA,1415.0
40082,VISA,200.0
40101,EF,200.0
40103,EF,570.0
40104,EF,820.0
40105,EF,160.0
40106,EF,390.0
40107,EF,250.0
40119,VISA,500.0
40117,EF,225.0
40117,VISA,185.0
40123,VISA,260.0
40109,EF,720.0
40111,EF,200.0
40112,EF,560.0
40114,EF,490.0
40115,EF,530.0
40116,EF,220.0
40118,EF,420.0
40120,EF,260.0
40121,EF,240.0
40122,VISA,690.0
40124,EF,250.0
40125,EF,250.0
40128,EF,450.0
40130,VISA,650.0
40129,EF,240.0
40126,EF,280.0
40127,EF,450.0
40135,EF,200.0
40136,VISA,200.0
40132,EF,200.0
40891,VISA,540.0
40894,EF,250.0
40895,VISA,930.0
40892,VISA,480.0
40893,EF,390.0
40898,EF,690.0
40899,VISA,380.0
40902,EF,0.0
40900,EF,340.0
40901,EF,460.0
40903,EF,400.0
40905,EF,240.0
40897,VISA,450.0
40896,EF,270.0
40896,MC,270.0
40904,EF,0.0
40936,EF,200.0
40937,EF,260.0
40938,EF,380.0
40956,EF,520.0
40957,EF,250.0
40959,EF,320.0
40959,VISA,410.0
40955,EF,0.0
40960,VISA,250.0
40952,EF,510.0
40953,EF,500.0
40958,AMEX,390.0
40941,EF,160.0
40940,EF,350.0
40942,EF,680.0
40943,EF,0.0
40945,EF,40.0
40944,EF,690.0
40947,EF,780.0
40948,EF,460.0
40950,EF,250.0
40949,EF,620.0
40951,EF,490.0
40930,EF,250.0
40931,EF,190.0
40932,EF,240.0
40935,EF,0.0
40933,EF,330.0
40946,EF,730.0
40934,VISA,680.0
40954,VISA,785.0
40939,EF,260.0
40962,EF,540.0
40964,EF,270.0
40969,EF,0.0
40970,VISA,380.0
40973,VISA,200.0
40971,VISA,500.0
40972,EF,170.0
40975,EF,410.0
40983,VISA,460.0
40978,EF,0.0
40981,EF,370.0
40976,VISA,800.0
40982,EF,280.0
40986,VISA,250.0
40985,EF,250.0
40979,EF,300.0
40991,EF,230.0
40994,EF,605.0
41000,EF,1130.0
41001,EF,450.0
41002,VISA,260.0
41004,EF,250.0
41006,EF,260.0
41003,EF,240.0
40995,EF,0.0
40963,VISA,200.0
40968,EF,200.0
40989,EF,240.0
40988,EF,230.0
40987,EF,490.0
40990,EF,690.0
40966,EF,490.0
40974,EF,560.0
40977,EF,250.0
40980,EF,250.0
40984,EF,260.0
40993,VISA,880.0
40997,EF,250.0
40992,VISA,480.0
40998,EF,250.0
40999,EF,190.0
40996,EF,250.0
41005,EF,0.0
40965,VISA,250.0
40967,VISA,160.0
41034,EF,290.0
41031,EF,470.0
41039,EF,200.0
41041,EF,760.0
41037,EF,290.0
41038,VISA,840.0
41046,EF,600.0
41042,EF,250.0
41045,EF,500.0
41048,EF,390.0
41051,EF,500.0
41043,EF,0.0
41047,EF,490.0
41049,EF,200.0
40908,EF,250.0
40911,EF,0.0
40907,EF,430.0
40913,EF,0.0
40917,EF,360.0
40920,VISA,1360.0
40918,VISA,510.0
40924,EF,0.0
40921,EF,240.0
40919,EF,320.0
40922,EF,0.0
40925,VISA,250.0
40928,EF,0.0
40923,EF,520.0
40926,VISA,320.0
40927,VISA,660.0
40915,EF,255.0
40914,EF,0.0
40916,EF,200.0
40909,EF,390.0
40910,EF,550.0
40912,EF,240.0
41050,VISA,240.0
41052,EF,290.0
41044,EF,650.0
41027,VISA,480.0
41062,EF,0.0
41063,EF,95.0
41058,EF,0.0
41065,EF,500.0
41015,EF,450.0
41010,EF,0.0
41016,EF,250.0
41018,VISA,1030.0
41019,EF,250.0
41011,EF,740.0
41023,EF,160.0
41026,EF,990.0
41057,VISA,380.0
41020,EF,290.0
41022,EF,580.0
41021,EF,860.0
41017,EF,0.0
41056,EF,430.0
41053,EF,450.0
41054,VISA,500.0
41055,EF,500.0
41059,EF,345.0
41060,VISA,480.0
41033,VISA,250.0
41008,VISA,880.0
41012,EF,410.0
41013,EF,410.0
41024,EF,690.0
41025,EF,840.0
41035,EF,200.0
41061,VISA,410.0
41079,VISA,260.0
41085,VISA,270.0
41093,VISA,630.0
41084,VISA,270.0
41086,VISA,390.0
41088,VISA,690.0
41090,VISA,500.0
41091,VISA,440.0
41092,VISA,690.0
41075,VISA,500.0
41069,VISA,1290.0
41066,EF,510.0
41067,EF,330.0
41068,EF,330.0
41094,EF,190.0
41070,EF,410.0
41072,EF,690.0
41073,EF,320.0
41074,EF,370.0
41076,EF,250.0
41100,EF,260.0
41095,EF,260.0
41098,EF,590.0
41106,VISA,250.0
41104,EF,240.0
41103,EF,480.0
41101,EF,230.0
41071,EF,575.0
41105,EF,520.0
41110,EF,835.0
41107,EF,250.0
41108,EF,420.0
41109,EF,200.0
41102,VISA,260.0
41077,EF,250.0
41078,EF,700.0
41080,EF,320.0
41081,EF,360.0
41082,EF,240.0
41083,EF,200.0
41087,EF,450.0
41089,EF,0.0
41097,EF,0.0
41096,EF,250.0
41099,VISA,460.0
41112,EF,590.0
41111,VISA,260.0
41124,EF,510.0
41126,EF,170.0
41128,EF,200.0
41129,VISA,1080.0
41130,EF,410.0
41133,VISA,550.0
41131,EF,260.0
41135,EF,270.0
41140,VISA,240.0
41134,EF,390.0
41137,EF,280.0
41138,EF,250.0
41139,VISA,440.0
41142,EF,250.0
41141,VISA,260.0
41143,VISA,600.0
41125,VISA,500.0
41117,EF,240.0
41119,VISA,670.0
41122,EF,330.0
41121,EF,630.0
41118,EF,490.0
41120,EF,640.0
41123,EF,240.0
41127,VISA,910.0
41153,EF,950.0
41158,EF,0.0
41162,EF,440.0
41160,EF,430.0
41184,VISA,1420.0
41157,EF,960.0
41161,EF,200.0
41114,EF,470.0
41116,EF,1810.0
41115,EF,0.0
41146,EF,420.0
41147,EF,250.0
41148,EF,390.0
41145,EF,600.0
41145,VISA,910.0
41151,VISA,230.0
41152,VISA,960.0
41149,EF,290.0
41150,EF,520.0
41156,EF,930.0
41154,EF,300.0
41155,EF,240.0
41132,EF,250.0
41136,EF,240.0
41144,EF,240.0
41189,EF,260.0
41190,AMEX,2980.0
41192,EF,430.0
41196,VISA,480.0
41197,EF,460.0
41199,EF,490.0
41198,EF,380.0
41208,VISA,250.0
41202,EF,510.0
41204,EF,500.0
41207,EF,690.0
41210,EF,330.0
41209,VISA,590.0
41211,EF,290.0
41195,EF,250.0
41193,EF,120.0
41193,VISA,120.0
41191,EF,880.0
41194,VISA,810.0
41200,EF,0.0
41201,EF,130.0
41206,EF,680.0
41205,EF,0.0
41203,EF,250.0
41267,EF,470.0
41268,VISA,440.0
41269,EF,370.0
41303,EF,230.0
41302,EF,1020.0
41304,EF,220.0
41278,EF,340.0
41279,EF,310.0
41277,EF,490.0
41280,EF,250.0
41281,EF,250.0
41282,EF,200.0
41287,VISA,400.0
41284,EF,310.0
41283,EF,380.0
41266,EF,710.0
41265,EF,200.0
41270,EF,400.0
41271,VISA,240.0
41272,EF,250.0
41273,VISA,250.0
41274,VISA,520.0
41275,EF,230.0
41276,EF,250.0
41286,VISA,200.0
41285,VISA,260.0
41291,VISA,80.0
41288,EF,200.0
41289,EF,380.0
41290,VISA,410.0
41292,EF,500.0
41293,EF,200.0
41300,EF,70.0
41159,VISA,665.0
41164,EF,260.0
41165,VISA,635.0
41167,VISA,820.0
41177,EF,240.0
41178,EF,0.0
41180,EF,200.0
41179,EF,260.0
41181,EF,200.0
41166,EF,490.0
41173,EF,0.0
41182,VISA,250.0
41185,VISA,260.0
41186,VISA,200.0
41168,EF,480.0
41176,EF,250.0
41169,EF,200.0
41170,VISA,200.0
41174,VISA,580.0
41171,EF,350.0
41183,EF,230.0
41175,VISA,250.0
41172,VISA,1350.0
41216,EF,200.0
41187,EF,240.0
41217,EF,565.0
41218,VISA,240.0
41221,EF,40.0
41225,EF,200.0
41224,EF,250.0
41228,EF,430.0
41213,EF,260.0
41215,EF,260.0
41214,EF,570.0
41219,EF,250.0
41220,EF,370.0
41222,EF,560.0
41223,EF,150.0
41226,EF,500.0
41229,VISA,310.0
41227,EF,500.0
41233,EF,0.0
41230,VISA,250.0
41231,VISA,260.0
41232,EF,250.0
41237,EF,690.0
41239,EF,410.0
41238,EF,240.0
41240,EF,250.0
41241,VISA,530.0
41242,EF,250.0
41243,EF,280.0
41245,EF,260.0
41244,VISA,250.0
41248,EF,360.0
41246,VISA,170.0
41249,EF,250.0
41251,EF,440.0
41250,EF,520.0
41252,EF,240.0
41253,VISA,550.0
41256,VISA,325.0
41254,EF,370.0
41255,EF,240.0
41258,EF,260.0
41257,EF,1200.0
41263,EF,620.0
41247,VISA,250.0
41236,EF,160.0
41259,EF,510.0
41262,EF,380.0
41260,EF,250.0
41261,EF,310.0
41235,EF,170.0
41334,VISA,230.0
41370,EF,500.0
41374,EF,550.0
41375,EF,420.0
41388,VISA,440.0
41387,EF,250.0
41389,EF,190.0
41407,VISA,320.0
41426,EF,640.0
41409,EF,580.0
41404,EF,280.0
41408,EF,240.0
41397,EF,430.0
41396,EF,430.0
41391,VISA,230.0
41398,EF,430.0
41395,EF,570.0
41400,VISA,510.0
41402,EF,410.0
41433,VISA,980.0
41425,VISA,200.0
41427,EF,830.0
41430,EF,250.0
41428,EF,230.0
41429,EF,370.0
41431,EF,730.0
41432,EF,240.0
41393,EF,830.0
41392,VISA,590.0
41401,EF,110.0
41399,VISA,160.0
41390,EF,630.0
41414,VISA,420.0
41300,VISA,205.0
41294,EF,750.0
41295,EF,380.0
41301,EF,510.0
41305,EF,250.0
41297,EF,250.0
41298,EF,200.0
41299,EF,250.0
41310,VISA,410.0
41308,EF,250.0
41311,VISA,400.0
41313,EF,240.0
41309,EF,1490.0
41312,EF,440.0
41315,EF,200.0
41307,EF,200.0
41316,VISA,590.0
41314,EF,0.0
41317,VISA,240.0
41321,EF,490.0
41319,VISA,620.0
41318,EF,200.0
41322,VISA,500.0
41323,VISA,675.0
41324,VISA,250.0
41326,EF,0.0
41325,EF,240.0
41320,EF,1040.0
41335,EF,260.0
41333,EF,770.0
41338,VISA,190.0
41336,VISA,420.0
41337,EF,410.0
41340,EF,390.0
41342,VISA,260.0
41339,VISA,280.0
41341,VISA,260.0
41343,VISA,240.0
41344,VISA,450.0
41355,VISA,360.0
41356,EF,280.0
41353,EF,240.0
41354,EF,230.0
41364,VISA,440.0
41359,EF,95.0
41358,EF,0.0
41328,EF,365.0
41362,EF,200.0
41360,EF,200.0
41361,VISA,200.0
41363,EF,470.0
41329,EF,250.0
41330,EF,250.0
41331,EF,250.0
41332,EF,300.0
41327,VISA,585.0
41352,EF,250.0
41349,EF,260.0
41345,EF,410.0
41347,EF,780.0
41346,EF,260.0
41348,EF,200.0
41357,EF,640.0
41350,EF,470.0
41351,VISA,170.0
41416,VISA,240.0
41435,VISA,160.0
41437,VISA,2300.0
41436,VISA,420.0
41440,EF,240.0
41439,EF,200.0
41441,VISA,250.0
41438,VISA,480.0
41443,EF,310.0
41445,EF,240.0
41444,EF,630.0
41450,EF,290.0
41451,EF,130.0
41452,EF,830.0
41458,EF,1200.0
41459,EF,200.0
41455,EF,260.0
41456,EF,510.0
41457,EF,200.0
41463,EF,240.0
41453,EF,685.0
41454,EF,295.0
41454,VISA,470.0
41460,VISA,380.0
41461,VISA,390.0
41449,EF,250.0
41446,EF,320.0
41447,EF,200.0
41448,VISA,900.0
41462,AMEX,315.0
41504,EF,520.0
41503,VISA,590.0
41505,EF,420.0
41506,VISA,560.0
41507,EF,620.0
41508,EF,240.0
41509,EF,340.0
41511,EF,450.0
41510,EF,310.0
41512,EF,410.0
41513,VISA,230.0
41519,EF,200.0
41418,VISA,460.0
41413,EF,725.0
41412,VISA,250.0
41410,EF,440.0
41411,EF,620.0
41417,EF,200.0
41465,EF,250.0
41405,EF,200.0
41424,EF,250.0
41423,VISA,560.0
41420,EF,240.0
41420,VISA,200.0
41419,VISA,390.0
41422,VISA,250.0
41421,EF,0.0
41368,EF,330.0
41371,EF,520.0
41373,EF,920.0
41372,VISA,410.0
41369,VISA,570.0
41366,EF,670.0
41367,EF,670.0
41378,VISA,390.0
41376,EF,400.0
41386,EF,250.0
41381,EF,390.0
41377,EF,1080.0
41379,EF,200.0
41380,EF,530.0
41382,EF,440.0
41383,EF,320.0
41384,EF,410.0
41385,EF,200.0
41394,EF,0.0
41403,VISA,360.0
41406,EF,160.0
41468,EF,240.0
41469,EF,250.0
41473,EF,440.0
41474,EF,250.0
41472,VISA,380.0
41466,EF,290.0
41467,VISA,495.0
41470,EF,390.0
41471,EF,250.0
41476,EF,390.0
41477,EF,0.0
41478,EF,400.0
41480,VISA,1040.0
41479,MC,430.0
41482,EF,320.0
41483,EF,260.0
41481,VISA,960.0
41484,EF,0.0
41485,EF,250.0
41486,EF,290.0
41487,VISA,490.0
41488,VISA,160.0
41492,VISA,250.0
41490,EF,260.0
41491,EF,240.0
41493,EF,200.0
