folio,fecha,nopersonas,cambio,descuento,idcliente,tipodeservicio,total,efectivo,tarjeta,totalalimentos,totalbebidas
48106,2021-11-14 15:24:30.000,1,0.0,0.0,000058,2,500.0,500.0,0.0,379.3103,51.7241
48107,2021-11-14 15:25:28.000,1,0.0,0.0,006729,2,630.0,0.0,693.0,543.1034,0.0
48108,2021-11-14 15:33:01.000,2,0.0,0.0,,1,490.0,490.0,0.0,370.6897,51.7241
48109,2021-11-14 15:34:39.000,3,0.0,0.0,,1,1315.0,865.0,450.0,706.8966,426.7241
48110,2021-11-14 15:39:46.000,1,0.0,0.0,006891,2,660.0,660.0,0.0,568.9655,0.0
48111,2021-11-14 15:40:06.000,1,0.0,0.0,005198,2,260.0,260.0,0.0,224.1379,0.0
48112,2021-11-14 15:44:35.000,1,0.0,0.0,006892,2,510.0,510.0,0.0,439.6552,0.0
48113,2021-11-14 15:51:54.000,1,0.0,0.0,006850,2,250.0,0.0,250.0,215.5172,0.0
48114,2021-11-14 15:53:30.000,1,0.0,0.0,000489,2,530.0,530.0,0.0,456.8966,0.0
48115,2021-11-14 16:02:39.000,1,0.0,0.0,005408,2,260.0,260.0,0.0,224.1379,0.0
48116,2021-11-14 16:40:26.000,1,0.0,0.0,006850,2,210.0,210.0,0.0,181.0345,0.0
48117,2021-11-14 17:21:26.000,4,0.0,0.0,,1,1160.0,1160.0,0.0,913.7931,86.2069
48118,2021-11-14 17:38:49.000,1,0.0,0.0,005163,2,250.0,250.0,0.0,215.5172,0.0
48119,2021-11-14 17:41:51.000,1,0.0,0.0,006850,2,590.0,590.0,0.0,508.6207,0.0
48120,2021-11-14 17:43:54.000,1,0.0,0.0,000880,2,390.0,0.0,410.0,336.2069,0.0
48121,2021-11-14 17:51:42.000,1,0.0,0.0,006850,2,250.0,250.0,0.0,215.5172,0.0
48122,2021-11-14 17:57:31.000,1,0.0,0.0,003028,2,390.0,390.0,0.0,336.2069,0.0
48123,2021-11-14 18:02:42.000,1,0.0,0.0,006893,2,780.0,780.0,0.0,672.4138,0.0
48124,2021-11-14 18:21:23.000,1,0.0,0.0,005821,2,680.0,680.0,0.0,586.2069,0.0
48125,2021-11-14 18:34:01.000,1,0.0,0.0,006850,2,170.0,170.0,0.0,146.5517,0.0
48126,2021-11-14 18:35:39.000,3,0.0,0.0,,1,580.0,580.0,0.0,431.0345,68.9655
48127,2021-11-14 18:36:37.000,2,0.0,0.0,,1,720.0,0.0,792.0,413.7931,206.8966
48128,2021-11-14 18:37:09.000,3,0.0,0.0,,1,480.0,480.0,0.0,215.5172,198.2759
48129,2021-11-14 18:49:36.000,1,0.0,0.0,004508,2,450.0,450.0,0.0,387.931,0.0
48130,2021-11-14 19:18:00.000,1,0.0,0.0,006894,2,210.0,210.0,0.0,181.0345,0.0
48131,2021-11-14 19:31:45.000,1,0.0,0.0,006850,2,460.0,460.0,0.0,396.5517,0.0
48132,2021-11-14 19:35:07.000,1,0.0,0.0,000957,2,880.0,880.0,0.0,758.6207,0.0
48133,2021-11-14 19:45:21.000,1,0.0,0.0,001753,2,510.0,510.0,0.0,439.6552,0.0
48134,2021-11-14 19:59:18.000,1,0.0,0.0,004310,2,410.0,0.0,410.0,353.4483,0.0
48135,2021-11-14 20:07:52.000,1,0.0,0.0,004542,2,210.0,210.0,0.0,181.0345,0.0
48136,2021-11-14 20:36:40.000,1,330.0,0.0,006850,2,170.0,170.0,0.0,146.5517,0.0
48137,2021-11-14 20:37:41.000,1,0.0,0.0,000505,2,210.0,210.0,0.0,181.0345,0.0
48138,2021-11-14 20:41:13.000,1,0.0,0.0,004109,2,580.0,580.0,0.0,500.0,0.0
48139,2021-11-14 21:01:07.000,3,0.0,0.0,,1,560.0,0.0,616.0,353.4483,129.3103
48141,2021-11-15 13:28:20.000,1,240.0,0.0,004321,2,260.0,260.0,0.0,224.1379,0.0
48142,2021-11-15 13:54:23.000,1,60.0,0.0,000168,2,540.0,540.0,0.0,465.5172,0.0
48143,2021-11-15 14:32:26.000,1,0.0,0.0,000922,2,260.0,260.0,0.0,224.1379,0.0
48144,2021-11-15 14:52:25.000,1,0.0,0.0,004381,2,300.0,0.0,330.0,258.6207,0.0
48145,2021-11-15 15:09:33.000,1,0.0,0.0,004359,2,400.0,400.0,0.0,344.8276,0.0
48146,2021-11-15 15:32:42.000,1,0.0,0.0,002392,2,790.0,790.0,0.0,681.0345,0.0
48147,2021-11-15 15:47:19.000,2,0.0,0.0,,1,680.0,0.0,748.0,465.5172,120.6897
48148,2021-11-15 15:49:05.000,3,0.0,0.0,,1,625.0,0.0,625.0,465.5172,73.2759
48149,2021-11-15 16:20:51.000,1,0.0,0.0,006895,2,270.0,270.0,0.0,232.7586,0.0
48150,2021-11-15 16:38:07.000,1,0.0,0.0,006850,2,250.0,0.0,250.0,215.5172,0.0
48151,2021-11-15 16:59:55.000,1,0.0,0.0,006850,2,270.0,270.0,0.0,232.7586,0.0
48152,2021-11-15 17:45:41.000,1,0.0,0.0,005520,2,300.0,300.0,0.0,232.7586,0.0
48153,2021-11-15 19:02:01.000,1,0.0,0.0,006698,2,210.0,210.0,0.0,181.0345,0.0
48154,2021-11-15 19:11:23.000,1,0.0,0.0,000169,2,420.0,0.0,420.0,362.069,0.0
48155,2021-11-15 19:14:20.000,1,0.0,0.0,001820,2,590.0,0.0,649.0,508.6207,0.0
48156,2021-11-15 19:32:13.000,1,0.0,0.0,006850,2,270.0,270.0,0.0,232.7586,0.0
48157,2021-11-15 19:40:46.000,1,0.0,0.0,006850,2,180.0,180.0,0.0,155.1724,0.0
48158,2021-11-15 20:24:41.000,1,70.0,0.0,006896,2,430.0,430.0,0.0,344.8276,0.0
48159,2021-11-15 20:26:31.000,1,0.0,0.0,005703,2,210.0,210.0,0.0,181.0345,0.0
48160,2021-11-15 20:32:32.000,1,0.0,0.0,,1,210.0,710.0,0.0,181.0345,0.0
48161,2021-11-15 20:34:21.000,2,50.0,0.0,,1,670.0,670.0,0.0,379.3103,198.2759
48162,2021-11-15 20:35:40.000,2,0.0,0.0,,1,440.0,0.0,484.0,284.4828,94.8276
48163,2021-11-15 21:15:43.000,1,0.0,0.0,005703,2,270.0,270.0,0.0,232.7586,0.0
48165,2021-11-16 13:27:06.000,1,240.0,0.0,002917,2,260.0,260.0,0.0,224.1379,0.0
48166,2021-11-16 15:31:21.000,1,200.0,0.0,006850,2,300.0,300.0,0.0,258.6207,0.0
48167,2021-11-16 15:57:19.000,2,0.0,0.0,,1,365.0,0.0,401.5,224.1379,90.5172
48168,2021-11-16 18:41:06.000,1,0.0,100.0,000146,2,0.0,0.0,0.0,0.0,0.0
48169,2021-11-16 19:01:23.000,1,0.0,0.0,006170,2,210.0,210.0,0.0,181.0345,0.0
48170,2021-11-16 19:03:59.000,2,0.0,0.0,,1,500.0,500.0,0.0,224.1379,206.8966
48171,2021-11-16 19:28:06.000,1,0.0,0.0,000253,2,200.0,0.0,200.0,172.4138,0.0
48172,2021-11-16 19:34:53.000,1,0.0,0.0,006850,2,390.0,0.0,390.0,336.2069,0.0
48173,2021-11-16 20:10:25.000,2,0.0,0.0,,1,370.0,0.0,407.0,275.8621,43.1034
48174,2021-11-16 20:39:40.000,1,120.0,0.0,006774,2,280.0,280.0,0.0,241.3793,0.0
48175,2021-11-16 20:51:52.000,2,0.0,0.0,,1,380.0,180.0,200.0,224.1379,103.4483
48176,2021-11-16 21:24:45.000,1,0.0,0.0,006850,2,260.0,0.0,260.0,224.1379,0.0
48177,2021-11-16 21:25:27.000,1,0.0,100.0,000037,2,0.0,0.0,0.0,0.0,0.0
48179,2021-11-17 13:44:45.000,1,0.0,0.0,006850,2,300.0,300.0,0.0,258.6207,0.0
48180,2021-11-17 14:13:39.000,1,0.0,0.0,006850,2,140.0,140.0,0.0,120.6897,0.0
48181,2021-11-17 14:37:58.000,4,0.0,0.0,,1,900.0,0.0,990.0,594.8276,181.0345
48182,2021-11-17 14:44:01.000,1,0.0,0.0,000115,2,210.0,0.0,210.0,181.0345,0.0
48183,2021-11-17 14:45:42.000,1,0.0,0.0,006850,2,420.0,0.0,420.0,362.069,0.0
48184,2021-11-17 17:49:05.000,1,60.0,0.0,006850,2,140.0,140.0,0.0,120.6897,0.0
48185,2021-11-17 17:49:06.000,1,0.0,0.0,000481,2,250.0,250.0,0.0,215.5172,0.0
48186,2021-11-17 18:53:07.000,1,230.0,0.0,006897,2,270.0,270.0,0.0,206.8966,0.0
48187,2021-11-17 20:04:07.000,1,290.0,0.0,,1,210.0,210.0,0.0,181.0345,0.0
48188,2021-11-17 20:18:36.000,1,40.0,0.0,006850,2,260.0,260.0,0.0,224.1379,0.0
48189,2021-11-17 20:48:47.000,1,80.0,0.0,001225,2,420.0,420.0,0.0,362.069,0.0
48190,2021-11-17 20:48:59.000,1,0.0,0.0,006386,2,210.0,210.0,0.0,181.0345,0.0
48191,2021-11-17 21:20:22.000,1,10.0,0.0,006898,2,290.0,290.0,0.0,224.1379,0.0
48193,2021-11-18 13:29:49.000,1,0.0,0.0,006850,2,380.0,380.0,0.0,327.5862,0.0
48194,2021-11-18 13:30:52.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48195,2021-11-18 13:52:31.000,1,0.0,100.0,006899,2,0.0,0.0,0.0,0.0,0.0
48196,2021-11-18 14:13:36.000,1,0.0,0.0,006850,2,170.0,170.0,0.0,146.5517,0.0
48197,2021-11-18 14:13:43.000,1,0.0,0.0,006850,2,250.0,0.0,250.0,215.5172,0.0
48198,2021-11-18 15:03:22.000,1,0.0,0.0,006850,2,280.0,280.0,0.0,241.3793,0.0
48199,2021-11-18 15:40:03.000,1,0.0,0.0,006850,2,280.0,280.0,0.0,241.3793,0.0
48200,2021-11-18 15:47:33.000,1,0.0,0.0,006850,2,0.0,0.0,0.0,0.0,0.0
48201,2021-11-18 17:53:27.000,1,0.0,0.0,003019,2,210.0,210.0,0.0,181.0345,0.0
48202,2021-11-18 18:25:33.000,1,0.0,0.0,006398,2,260.0,260.0,0.0,224.1379,0.0
48203,2021-11-18 18:26:12.000,1,0.0,0.0,006850,2,250.0,0.0,250.0,215.5172,0.0
48204,2021-11-18 18:56:59.000,1,0.0,0.0,003721,2,250.0,250.0,0.0,215.5172,0.0
48205,2021-11-18 19:13:47.000,1,0.0,0.0,006897,2,500.0,500.0,0.0,379.3103,25.8621
48206,2021-11-18 19:34:28.000,5,0.0,0.0,,1,960.0,0.0,1056.0,620.6897,206.8966
48207,2021-11-18 19:35:38.000,2,0.0,0.0,,1,330.0,0.0,363.0,224.1379,60.3448
48208,2021-11-18 20:00:23.000,1,0.0,0.0,006850,2,670.0,670.0,0.0,577.5862,0.0
48209,2021-11-18 20:02:11.000,1,0.0,0.0,006850,2,780.0,780.0,0.0,672.4138,0.0
48210,2021-11-18 20:03:09.000,1,0.0,0.0,006850,2,520.0,520.0,0.0,448.2759,0.0
48211,2021-11-18 20:06:57.000,1,0.0,0.0,001526,2,260.0,0.0,260.0,224.1379,0.0
48212,2021-11-18 20:08:40.000,1,0.0,0.0,002010,2,520.0,520.0,0.0,448.2759,0.0
48213,2021-11-18 20:10:58.000,2,0.0,100.0,,1,0.0,0.0,0.0,0.0,0.0
48214,2021-11-18 20:11:33.000,1,0.0,0.0,003733,2,210.0,210.0,0.0,181.0345,0.0
48215,2021-11-18 20:42:11.000,2,0.0,0.0,,1,585.0,0.0,585.0,396.5517,107.7586
48217,2021-11-19 13:36:18.000,1,0.0,0.0,001888,2,210.0,210.0,0.0,181.0345,0.0
48218,2021-11-19 14:12:30.000,1,0.0,0.0,000980,2,920.0,920.0,0.0,793.1034,0.0
48219,2021-11-19 14:35:39.000,1,0.0,0.0,003908,2,420.0,420.0,0.0,362.069,0.0
48220,2021-11-19 14:41:28.000,1,0.0,0.0,006167,2,490.0,490.0,0.0,422.4138,0.0
48221,2021-11-19 15:29:03.000,1,0.0,0.0,004080,2,260.0,260.0,0.0,224.1379,0.0
48222,2021-11-19 16:25:55.000,1,0.0,0.0,,1,435.0,435.0,0.0,215.5172,159.4828
48223,2021-11-19 16:34:13.000,1,0.0,0.0,005369,2,300.0,300.0,0.0,258.6207,0.0
48224,2021-11-19 17:00:36.000,1,0.0,0.0,006850,2,410.0,0.0,410.0,353.4483,0.0
48225,2021-11-19 17:09:44.000,1,0.0,0.0,006775,2,370.0,370.0,0.0,293.1034,0.0
48226,2021-11-19 17:30:16.000,1,0.0,0.0,005821,2,210.0,210.0,0.0,181.0345,0.0
48227,2021-11-19 17:35:41.000,1,0.0,0.0,000397,2,710.0,710.0,0.0,612.069,0.0
48228,2021-11-19 17:39:15.000,1,0.0,0.0,006850,2,260.0,260.0,0.0,224.1379,0.0
48229,2021-11-19 18:11:40.000,1,0.0,0.0,006850,2,260.0,260.0,0.0,224.1379,0.0
48230,2021-11-19 18:15:30.000,1,0.0,0.0,006583,2,170.0,170.0,0.0,120.6897,0.0
48231,2021-11-19 18:19:54.000,1,0.0,0.0,006850,2,170.0,170.0,0.0,146.5517,0.0
48232,2021-11-19 18:22:13.000,1,0.0,0.0,006665,2,210.0,210.0,0.0,181.0345,0.0
48233,2021-11-19 18:54:02.000,1,0.0,0.0,000922,2,210.0,210.0,0.0,181.0345,0.0
48234,2021-11-19 19:04:38.000,1,0.0,0.0,006709,2,260.0,260.0,0.0,224.1379,0.0
48235,2021-11-19 19:23:51.000,1,0.0,0.0,006900,2,440.0,440.0,0.0,353.4483,0.0
48236,2021-11-19 19:43:16.000,1,0.0,0.0,000014,2,550.0,550.0,0.0,448.2759,0.0
48237,2021-11-19 20:06:51.000,1,0.0,0.0,000168,2,320.0,320.0,0.0,275.8621,0.0
48238,2021-11-19 20:15:52.000,1,0.0,0.0,006901,2,450.0,450.0,0.0,387.931,0.0
48239,2021-11-19 20:26:38.000,1,0.0,0.0,002168,2,290.0,290.0,0.0,224.1379,0.0
48240,2021-11-19 20:38:28.000,1,0.0,0.0,004964,2,250.0,250.0,0.0,215.5172,0.0
48241,2021-11-19 20:48:10.000,2,0.0,0.0,,1,240.0,240.0,0.0,181.0345,25.8621
48242,2021-11-19 20:48:46.000,2,0.0,0.0,,1,400.0,400.0,0.0,215.5172,129.3103
48243,2021-11-19 20:55:48.000,1,0.0,0.0,000326,2,260.0,0.0,260.0,224.1379,0.0
48244,2021-11-19 21:24:39.000,1,0.0,0.0,006902,2,350.0,350.0,0.0,275.8621,0.0
48245,2021-11-19 21:26:44.000,2,0.0,0.0,,1,370.0,370.0,0.0,224.1379,94.8276
48246,2021-11-19 21:28:11.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48247,2021-11-19 21:33:26.000,1,0.0,0.0,004989,2,450.0,450.0,0.0,362.069,0.0
48248,2021-11-19 21:35:00.000,1,0.0,0.0,006850,2,250.0,250.0,0.0,215.5172,0.0
48249,2021-11-19 22:07:54.000,1,0.0,0.0,001070,2,260.0,260.0,0.0,224.1379,0.0
48250,2021-11-19 22:30:27.000,2,0.0,0.0,,1,525.0,0.0,577.5,362.069,90.5172
48251,2021-11-19 22:31:34.000,1,0.0,0.0,000104,2,530.0,530.0,0.0,456.8966,0.0
48253,2021-11-20 14:11:17.000,1,0.0,0.0,000458,2,350.0,350.0,0.0,301.7241,0.0
48254,2021-11-20 14:18:11.000,1,0.0,0.0,000444,2,640.0,0.0,700.0,551.7241,0.0
48255,2021-11-20 14:24:02.000,1,0.0,0.0,006850,2,140.0,140.0,0.0,120.6897,0.0
48256,2021-11-20 14:25:26.000,1,0.0,0.0,002325,2,210.0,210.0,0.0,181.0345,0.0
48257,2021-11-20 14:31:05.000,1,0.0,0.0,004501,2,400.0,400.0,0.0,344.8276,0.0
48258,2021-11-20 15:08:49.000,2,0.0,0.0,,1,390.0,0.0,429.0,232.7586,103.4483
48259,2021-11-20 15:09:05.000,3,0.0,0.0,,1,450.0,0.0,495.0,362.069,25.8621
48260,2021-11-20 15:14:34.000,1,0.0,0.0,003921,2,250.0,0.0,275.0,215.5172,0.0
48261,2021-11-20 15:24:02.000,1,0.0,0.0,006903,2,870.0,0.0,870.0,750.0,0.0
48262,2021-11-20 15:31:26.000,1,0.0,0.0,003983,2,340.0,340.0,0.0,293.1034,0.0
48263,2021-11-20 15:33:36.000,1,0.0,0.0,003415,2,180.0,180.0,0.0,155.1724,0.0
48264,2021-11-20 15:36:58.000,1,0.0,0.0,000533,2,560.0,560.0,0.0,456.8966,0.0
48265,2021-11-20 15:41:59.000,1,0.0,0.0,006850,2,350.0,0.0,350.0,301.7241,0.0
48266,2021-11-20 16:05:12.000,1,0.0,0.0,005675,2,250.0,250.0,0.0,215.5172,0.0
48267,2021-11-20 16:06:06.000,1,0.0,0.0,002991,2,600.0,0.0,600.0,517.2414,0.0
48268,2021-11-20 16:08:39.000,1,0.0,0.0,006563,2,280.0,280.0,0.0,241.3793,0.0
48269,2021-11-20 16:12:26.000,1,0.0,0.0,006729,2,630.0,630.0,0.0,543.1034,0.0
48270,2021-11-20 16:21:10.000,1,0.0,0.0,000750,2,480.0,480.0,0.0,413.7931,0.0
48271,2021-11-20 16:34:15.000,1,0.0,0.0,005515,2,430.0,0.0,430.0,344.8276,0.0
48272,2021-11-20 16:49:32.000,1,0.0,0.0,,1,420.0,420.0,0.0,336.2069,25.8621
48273,2021-11-20 16:50:16.000,2,0.0,0.0,,1,270.0,270.0,0.0,181.0345,51.7241
48274,2021-11-20 17:00:44.000,1,0.0,0.0,004064,2,420.0,420.0,0.0,362.069,0.0
48275,2021-11-20 17:11:20.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48276,2021-11-20 17:18:06.000,1,0.0,0.0,002925,2,440.0,440.0,0.0,379.3103,0.0
48277,2021-11-20 17:40:01.000,1,0.0,0.0,000880,2,390.0,390.0,0.0,336.2069,0.0
48278,2021-11-20 17:54:34.000,1,0.0,0.0,006850,2,210.0,0.0,210.0,181.0345,0.0
48279,2021-11-20 17:55:57.000,2,0.0,0.0,,1,655.0,655.0,0.0,482.7586,81.8966
48280,2021-11-20 18:21:12.000,1,0.0,0.0,006850,2,510.0,510.0,0.0,439.6552,0.0
48281,2021-11-20 18:49:47.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48282,2021-11-20 18:54:00.000,1,0.0,0.0,006850,2,270.0,0.0,270.0,232.7586,0.0
48283,2021-11-20 18:58:19.000,1,0.0,0.0,006547,2,260.0,260.0,0.0,224.1379,0.0
48284,2021-11-20 19:14:51.000,2,0.0,0.0,,1,520.0,0.0,520.0,353.4483,94.8276
48285,2021-11-20 19:16:28.000,1,0.0,0.0,004923,2,260.0,260.0,0.0,224.1379,0.0
48286,2021-11-20 19:58:26.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48287,2021-11-20 20:01:28.000,1,0.0,0.0,006904,2,740.0,740.0,0.0,612.069,0.0
48288,2021-11-20 20:18:08.000,1,0.0,0.0,002432,2,210.0,0.0,210.0,181.0345,0.0
48289,2021-11-20 20:54:26.000,1,0.0,0.0,006850,2,260.0,260.0,0.0,224.1379,0.0
48290,2021-11-20 21:01:14.000,1,0.0,0.0,000138,2,280.0,280.0,0.0,215.5172,0.0
48291,2021-11-20 21:09:20.000,4,0.0,0.0,,1,555.0,555.0,0.0,232.7586,245.6897
48292,2021-11-20 21:11:16.000,3,0.0,0.0,,1,510.0,0.0,561.0,370.6897,68.9655
48293,2021-11-20 21:11:40.000,3,0.0,0.0,,1,410.0,410.0,0.0,215.5172,137.931
48294,2021-11-20 21:47:30.000,1,0.0,0.0,005499,2,470.0,470.0,0.0,405.1724,0.0
48296,2021-11-21 13:56:11.000,1,0.0,0.0,003975,2,260.0,260.0,0.0,224.1379,0.0
48297,2021-11-21 14:08:48.000,1,0.0,0.0,006850,2,550.0,550.0,0.0,474.1379,0.0
48298,2021-11-21 14:19:40.000,1,0.0,0.0,004663,2,260.0,260.0,0.0,224.1379,0.0
48299,2021-11-21 14:26:16.000,1,0.0,100.0,006850,2,0.0,0.0,0.0,0.0,0.0
48300,2021-11-21 14:58:22.000,1,0.0,0.0,002415,2,610.0,0.0,671.0,525.8621,0.0
48301,2021-11-21 15:17:17.000,1,0.0,0.0,006220,2,210.0,0.0,210.0,181.0345,0.0
48302,2021-11-21 15:27:37.000,1,0.0,0.0,004582,2,520.0,520.0,0.0,448.2759,0.0
48303,2021-11-21 15:42:21.000,1,0.0,0.0,003358,2,490.0,490.0,0.0,422.4138,0.0
48304,2021-11-21 15:45:59.000,1,0.0,0.0,001212,2,470.0,470.0,0.0,405.1724,0.0
48305,2021-11-21 15:56:23.000,1,0.0,0.0,005363,2,1000.0,1000.0,0.0,862.069,0.0
48306,2021-11-21 16:00:44.000,1,0.0,0.0,000779,2,250.0,250.0,0.0,215.5172,0.0
48307,2021-11-21 16:18:54.000,1,0.0,0.0,002625,2,520.0,0.0,572.0,448.2759,0.0
48308,2021-11-21 16:20:29.000,1,0.0,0.0,006781,2,590.0,0.0,590.0,508.6207,0.0
48309,2021-11-21 16:22:43.000,1,0.0,0.0,006905,2,730.0,730.0,0.0,629.3103,0.0
48310,2021-11-21 16:41:48.000,1,0.0,0.0,006309,2,410.0,410.0,0.0,353.4483,0.0
48311,2021-11-21 16:43:30.000,1,0.0,0.0,003967,2,260.0,260.0,0.0,224.1379,0.0
48312,2021-11-21 16:48:24.000,1,2.0,0.0,004517,2,1210.0,1210.0,0.0,1043.1034,0.0
48313,2021-11-21 16:59:09.000,1,0.0,0.0,005355,2,700.0,700.0,0.0,577.5862,0.0
48314,2021-11-21 16:59:23.000,1,0.0,0.0,000261,2,300.0,300.0,0.0,258.6207,0.0
48315,2021-11-21 17:01:07.000,3,0.0,0.0,,1,410.0,410.0,0.0,258.6207,94.8276
48316,2021-11-21 17:14:37.000,1,0.0,0.0,000894,2,520.0,520.0,0.0,448.2759,0.0
48317,2021-11-21 17:22:54.000,1,0.0,0.0,002148,2,460.0,460.0,0.0,396.5517,0.0
48318,2021-11-21 17:27:08.000,1,0.0,0.0,006850,2,210.0,210.0,0.0,181.0345,0.0
48319,2021-11-21 17:44:28.000,1,0.0,0.0,005821,2,210.0,0.0,210.0,181.0345,0.0
48320,2021-11-21 17:49:25.000,1,0.0,0.0,006850,2,420.0,420.0,0.0,362.069,0.0
48321,2021-11-21 17:58:18.000,1,0.0,0.0,000907,2,260.0,260.0,0.0,224.1379,0.0
48322,2021-11-21 18:18:04.000,1,0.0,0.0,002238,2,300.0,300.0,0.0,258.6207,0.0
48323,2021-11-21 18:37:01.000,1,0.0,0.0,003106,2,400.0,400.0,0.0,344.8276,0.0
48324,2021-11-21 18:41:41.000,1,0.0,0.0,006644,2,560.0,560.0,0.0,482.7586,0.0
48325,2021-11-21 18:45:40.000,4,0.0,100.0,,1,0.0,0.0,0.0,0.0,0.0
48326,2021-11-21 18:45:59.000,1,0.0,0.0,004542,2,210.0,210.0,0.0,181.0345,0.0
48327,2021-11-21 18:46:57.000,4,0.0,0.0,,1,845.0,0.0,971.75,508.6207,219.8276
48328,2021-11-21 19:04:25.000,1,0.0,0.0,001671,2,420.0,420.0,0.0,362.069,0.0
48329,2021-11-21 19:34:19.000,1,0.0,0.0,006850,2,250.0,250.0,0.0,215.5172,0.0
48330,2021-11-21 19:57:29.000,1,0.0,0.0,005703,2,270.0,270.0,0.0,232.7586,0.0
48331,2021-11-21 19:59:56.000,1,0.0,0.0,000575,2,260.0,260.0,0.0,224.1379,0.0
48332,2021-11-21 20:05:49.000,1,0.0,0.0,006850         ,2,470.0,0.0,493.5,405.1724,0.0
48333,2021-11-21 20:11:47.000,6,0.0,0.0,,1,590.0,590.0,0.0,413.7931,94.8276
48334,2021-11-21 20:24:46.000,1,0.0,0.0,004838,2,210.0,210.0,0.0,181.0345,0.0
48335,2021-11-21 20:48:18.000,1,0.0,0.0,006906,2,270.0,270.0,0.0,232.7586,0.0
48337,2021-11-22 16:10:26.000,1,0.0,0.0,003446,2,520.0,520.0,0.0,318.9655,103.4483
48338,2021-11-22 16:33:15.000,1,0.0,0.0,000277,2,380.0,0.0,437.0,327.5862,0.0
48339,2021-11-22 18:42:04.000,1,0.0,0.0,006897,2,270.0,270.0,0.0,206.8966,0.0
48340,2021-11-22 18:51:08.000,1,0.0,0.0,006909,2,270.0,270.0,0.0,232.7586,0.0
48341,2021-11-22 19:13:13.000,1,0.0,0.0,002166,2,250.0,250.0,0.0,215.5172,0.0
48342,2021-11-22 19:25:09.000,1,0.0,0.0,002391,2,430.0,430.0,0.0,370.6897,0.0
48343,2021-11-22 19:51:14.000,2,0.0,0.0,,1,675.0,0.0,742.5,517.2414,64.6552
48344,2021-11-22 19:51:43.000,1,0.0,0.0,000089,2,260.0,260.0,0.0,224.1379,0.0
48345,2021-11-22 19:56:00.000,1,0.0,0.0,006207,2,520.0,520.0,0.0,448.2759,0.0
48346,2021-11-22 20:35:38.000,1,0.0,0.0,006910,2,260.0,260.0,0.0,224.1379,0.0
48347,2021-11-22 20:43:27.000,1,0.0,0.0,006711,2,270.0,0.0,270.0,232.7586,0.0
48349,2021-11-23 13:53:14.000,1,0.0,0.0,006850,2,260.0,260.0,0.0,224.1379,0.0
48350,2021-11-23 14:14:39.000,1,0.0,0.0,002362,2,230.0,230.0,0.0,198.2759,0.0
48351,2021-11-23 15:30:40.000,1,0.0,0.0,002392,2,250.0,0.0,250.0,215.5172,0.0
48352,2021-11-23 20:05:43.000,2,0.0,0.0,,1,325.0,0.0,357.5,224.1379,56.0345
48353,2021-11-23 20:58:34.000,1,0.0,0.0,006813,2,420.0,420.0,0.0,362.069,0.0
48354,2021-11-23 21:22:26.000,1,0.0,0.0,000169,2,260.0,0.0,260.0,224.1379,0.0
48355,2021-11-23 21:42:24.000,2,0.0,0.0,,1,590.0,0.0,649.0,465.5172,43.1034
48357,2021-11-24 14:12:00.000,1,0.0,100.0,000010,2,0.0,0.0,0.0,0.0,0.0
48358,2021-11-24 14:13:46.000,1,0.0,0.0,006911,2,790.0,0.0,829.0,655.1724,0.0
48359,2021-11-24 14:27:56.000,1,0.0,0.0,006912,2,470.0,470.0,0.0,405.1724,0.0
48360,2021-11-24 14:42:23.000,1,30.0,0.0,001733,2,170.0,170.0,0.0,146.5517,0.0
48361,2021-11-24 15:02:22.000,1,100.0,0.0,006850,2,300.0,300.0,0.0,258.6207,0.0
48362,2021-11-24 15:25:48.000,1,300.0,0.0,001560,2,210.0,210.0,0.0,181.0345,0.0
48363,2021-11-24 16:10:10.000,2,0.0,0.0,,1,620.0,0.0,682.0,500.0,34.4828
48364,2021-11-24 18:23:42.000,1,240.0,0.0,006849,2,260.0,260.0,0.0,224.1379,0.0
48365,2021-11-24 18:30:10.000,1,150.0,0.0,003266,2,550.0,550.0,0.0,474.1379,0.0
48366,2021-11-24 18:54:51.000,1,0.0,0.0,006850,2,770.0,0.0,770.0,663.7931,0.0
48367,2021-11-24 19:42:26.000,1,20.0,0.0,000397,2,280.0,280.0,0.0,241.3793,0.0
48368,2021-11-24 19:46:26.000,1,370.0,0.0,006850,2,1130.0,1130.0,0.0,844.8276,129.3103
48369,2021-11-24 20:11:01.000,1,150.0,0.0,006648,2,350.0,350.0,0.0,301.7241,0.0
48370,2021-11-24 20:24:39.000,1,10.0,0.0,002275,2,390.0,390.0,0.0,336.2069,0.0
48371,2021-11-24 20:27:36.000,1,0.0,0.0,003829,2,500.0,500.0,0.0,431.0345,0.0
48372,2021-11-24 20:35:58.000,1,0.0,0.0,006850,2,210.0,0.0,210.0,181.0345,0.0
48373,2021-11-24 20:42:50.000,1,80.0,0.0,002087,2,420.0,420.0,0.0,362.069,0.0
48374,2021-11-24 20:53:51.000,6,0.0,0.0,,1,1180.0,0.0,1298.0,810.3448,206.8966
